1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0.822190334	0.687146369
7	0.676803638	0.66074621
8	0.662800234	0.763299025
9	0.731611812	0.585807528
10	0.703832051	0.577141863
11	0.883357987	0.964775974
12	0.73416474	0.671176787
13	0.63853339	0.589297096
14	0.579186605	0.580455775
15	0.552245032	0.655770659
16	0.513414029	0.488416189
17	0.519017302	0.493616996
18	0.495285262	0.478510475
19	0.472499436	0.473357544
20	0.472443875	0.471776606
21	0.480002802	0.479802104
22	0.471731926	0.460120435
23	0.563799807	0.485404397
24	0.44185147	0.459881304
25	0.466822167	0.489150188
26	0.425204307	0.461600797
27	0.472947346	0.474949416
28	0.499309594	0.48505916
29	0.50533127	0.487758841
30	0.488156224	0.539035572
31	0.551067043	0.554509562
32	0.553970603	0.504317989
33	0.501259665	0.497947549
34	0.623050881	0.602042749
35	0.554142876	0.557174227
36	0.547394326	0.551041403
37	0.595141456	0.609849259
38	0.575596163	0.538696489
39	0.614239927	0.589852647
40	0.712857143	0.695572917
41	0	0.717174214
42	0	0.73877551
43	0	0.62457672
44	0	0.647776346
45	0	0.705918367
